paper_name,query,max_iterations,total_iterations_executed,iteration_number,questions_total,questions_correct,incorrect_questions,accuracy,acu_questions_total,acu_questions_correct,acu_accuracy,judgment,status,sections_to_highlight_size,source_file
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",15,15,13,10,4,6,0.4000,5,1,0.2000,false,max_iterations_reached,6,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",15,15,14,10,9,1,0.9000,5,5,1.0000,false,max_iterations_reached,7,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",15,15,15,10,5,5,0.5000,5,1,0.2000,false,max_iterations_reached,0,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,1,10,2,8,0.2000,5,1,0.2000,false,max_iterations_reached,7,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,2,10,8,2,0.8000,5,5,1.0000,false,max_iterations_reached,5,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,3,10,9,1,0.9000,5,5,1.0000,false,max_iterations_reached,5,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,4,10,8,2,0.8000,5,5,1.0000,false,max_iterations_reached,5,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,5,10,6,4,0.6000,5,3,0.6000,false,max_iterations_reached,6,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,6,10,8,2,0.8000,5,4,0.8000,false,max_iterations_reached,0,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,7,10,10,0,1.0000,5,5,1.0000,true,max_iterations_reached,6,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,8,10,9,1,0.9000,5,5,1.0000,false,max_iterations_reached,4,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,9,10,9,1,0.9000,5,4,0.8000,false,max_iterations_reached,7,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,10,10,7,3,0.7000,5,4,0.8000,false,max_iterations_reached,5,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,11,10,7,3,0.7000,5,5,1.0000,false,max_iterations_reached,6,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,12,10,9,1,0.9000,5,4,0.8000,false,max_iterations_reached,6,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,13,10,9,1,0.9000,5,5,1.0000,false,max_iterations_reached,6,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,14,10,3,7,0.3000,5,3,0.6000,false,max_iterations_reached,4,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,15,15,15,10,7,3,0.7000,5,5,1.0000,false,max_iterations_reached,6,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,15,5,1,5,4,1,0.8000,,,,false,completed,6,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,15,5,2,5,4,1,0.8000,,,,false,completed,5,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,15,5,3,5,4,1,0.8000,,,,false,completed,7,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,15,5,4,5,3,2,0.6000,,,,false,completed,5,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,15,5,5,5,5,0,1.0000,,,,true,completed,7,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,1,10,6,4,0.6000,5,3,0.6000,false,max_iterations_reached,6,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,2,10,7,3,0.7000,5,3,0.6000,false,max_iterations_reached,6,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,3,10,7,3,0.7000,5,3,0.6000,false,max_iterations_reached,6,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,4,10,6,4,0.6000,5,3,0.6000,false,max_iterations_reached,5,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,5,10,8,2,0.8000,5,3,0.6000,false,max_iterations_reached,0,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,6,10,6,4,0.6000,5,3,0.6000,false,max_iterations_reached,4,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,7,10,8,2,0.8000,5,3,0.6000,false,max_iterations_reached,5,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,8,10,7,3,0.7000,5,3,0.6000,false,max_iterations_reached,6,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,9,10,10,0,1.0000,5,5,1.0000,true,max_iterations_reached,6,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,10,10,6,4,0.6000,5,3,0.6000,false,max_iterations_reached,6,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,11,10,7,3,0.7000,5,3,0.6000,false,max_iterations_reached,0,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,12,10,6,4,0.6000,5,3,0.6000,false,max_iterations_reached,5,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,13,10,7,3,0.7000,5,3,0.6000,false,max_iterations_reached,5,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,14,10,6,4,0.6000,5,3,0.6000,false,max_iterations_reached,5,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",15,15,15,10,7,3,0.7000,5,4,0.8000,false,max_iterations_reached,3,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,15,5,1,8,8,0,1.0000,3,3,1.0000,true,completed,7,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,15,5,2,8,4,4,0.5000,3,2,0.6667,false,completed,7,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,15,5,3,8,7,1,0.8750,3,2,0.6667,false,completed,7,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,15,5,4,8,3,5,0.3750,3,2,0.6667,false,completed,5,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,15,5,5,8,8,0,1.0000,3,3,1.0000,true,completed,5,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,15,12,1,9,9,0,1.0000,4,4,1.0000,true,completed,5,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,15,12,2,9,7,2,0.7778,4,4,1.0000,false,completed,6,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,15,12,3,9,7,2,0.7778,4,4,1.0000,false,completed,5,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,15,12,4,9,7,2,0.7778,4,4,1.0000,false,completed,6,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,15,12,5,9,7,2,0.7778,4,4,1.0000,false,completed,4,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,15,12,6,9,7,2,0.7778,4,4,1.0000,false,completed,5,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,15,12,7,9,7,2,0.7778,4,4,1.0000,false,completed,5,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,15,12,8,9,5,4,0.5556,4,4,1.0000,false,completed,5,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,15,12,9,9,8,1,0.8889,4,4,1.0000,false,completed,3,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,15,12,10,9,8,1,0.8889,4,4,1.0000,false,completed,5,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,15,12,11,9,5,4,0.5556,4,3,0.7500,false,completed,7,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,15,12,12,9,9,0,1.0000,4,4,1.0000,true,completed,6,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,1,9,6,3,0.6667,4,4,1.0000,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,2,9,6,3,0.6667,4,4,1.0000,false,max_iterations_reached,7,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,3,9,5,4,0.5556,4,4,1.0000,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,4,9,5,4,0.5556,4,4,1.0000,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,5,9,6,3,0.6667,4,4,1.0000,false,max_iterations_reached,0,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,6,9,3,6,0.3333,4,2,0.5000,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,7,9,4,5,0.4444,4,4,1.0000,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,8,9,5,4,0.5556,4,4,1.0000,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,9,9,6,3,0.6667,4,4,1.0000,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,10,9,6,3,0.6667,4,4,1.0000,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,11,9,6,3,0.6667,4,4,1.0000,false,max_iterations_reached,7,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,12,9,6,3,0.6667,4,4,1.0000,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,13,9,4,5,0.4444,4,4,1.0000,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,14,9,4,5,0.4444,4,4,1.0000,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",15,15,15,9,4,5,0.4444,4,4,1.0000,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4,Self-distillation as a mechanism for post-hoc modality alignment.,15,3,1,8,1,7,0.1250,3,0,0.0000,false,completed,0,distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4.json
distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4,Self-distillation as a mechanism for post-hoc modality alignment.,15,3,2,8,1,7,0.1250,3,0,0.0000,false,completed,5,distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4.json
distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4,Self-distillation as a mechanism for post-hoc modality alignment.,15,3,3,8,8,0,1.0000,3,3,1.0000,true,completed,5,distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4.json
