paper_name,query,max_iterations,total_iterations_executed,iteration_number,questions_total,questions_correct,incorrect_questions,accuracy,acu_questions_total,acu_questions_correct,acu_accuracy,judgment,status,source_file
distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89,The paper's dual approach to the engineering problem of embedding dimensionality.,10,10,4,9,2,7,0.2222,4,1,0.2500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89.json
distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89,The paper's dual approach to the engineering problem of embedding dimensionality.,10,10,5,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89.json
distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89,The paper's dual approach to the engineering problem of embedding dimensionality.,10,10,6,9,4,5,0.4444,4,1,0.2500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89.json
distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89,The paper's dual approach to the engineering problem of embedding dimensionality.,10,10,7,9,4,5,0.4444,4,1,0.2500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89.json
distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89,The paper's dual approach to the engineering problem of embedding dimensionality.,10,10,8,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89.json
distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89,The paper's dual approach to the engineering problem of embedding dimensionality.,10,10,9,9,4,5,0.4444,4,1,0.2500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89.json
distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89,The paper's dual approach to the engineering problem of embedding dimensionality.,10,10,10,9,2,7,0.2222,4,1,0.2500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--The-paper-s-dual-approach-to-the-enginee--ca927b89.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,1,9,7,2,0.7778,4,3,0.7500,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,2,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,3,9,6,3,0.6667,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,4,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,5,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,6,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,7,9,7,2,0.7778,4,3,0.7500,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,8,9,6,3,0.6667,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,9,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,10,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,10,10,1,10,6,4,0.6000,5,3,0.6000,false,max_iterations_reached,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,10,10,2,10,9,1,0.9000,5,5,1.0000,false,max_iterations_reached,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,10,10,3,10,4,6,0.4000,5,1,0.2000,false,max_iterations_reached,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,10,10,4,10,4,6,0.4000,5,1,0.2000,false,max_iterations_reached,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,10,10,5,10,4,6,0.4000,5,1,0.2000,false,max_iterations_reached,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,10,10,6,10,1,9,0.1000,5,1,0.2000,false,max_iterations_reached,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,10,10,7,10,9,1,0.9000,5,5,1.0000,false,max_iterations_reached,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,10,10,8,10,3,7,0.3000,5,1,0.2000,false,max_iterations_reached,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,10,10,9,10,9,1,0.9000,5,5,1.0000,false,max_iterations_reached,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,10,10,10,10,6,4,0.6000,5,4,0.8000,false,max_iterations_reached,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,1,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,2,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,3,9,6,3,0.6667,4,1,0.2500,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,4,9,6,3,0.6667,4,1,0.2500,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,5,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,6,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,7,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,8,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,9,9,7,2,0.7778,4,2,0.5000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,10,9,6,3,0.6667,4,1,0.2500,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",10,10,1,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",10,10,2,9,9,0,1.0000,4,4,1.0000,true,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",10,10,3,9,6,3,0.6667,4,3,0.7500,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",10,10,4,9,8,1,0.8889,4,4,1.0000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",10,10,5,9,6,3,0.6667,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",10,10,6,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",10,10,7,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",10,10,8,9,9,0,1.0000,4,4,1.0000,true,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",10,10,9,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0,"A critique of model-specific conclusions in RL research, using the Qwen model family as a case study for how easily performance gains can be achieved with spurious signals.",10,10,10,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Rethinking-Training-Signals-in-RLVR--A-critique-of-model-specific-conclusions--c41dc5b0.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,1,8,1,7,0.1250,3,0,0.0000,false,max_iterations_reached,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,2,8,8,0,1.0000,3,3,1.0000,true,max_iterations_reached,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,3,8,1,7,0.1250,3,0,0.0000,false,max_iterations_reached,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,4,8,8,0,1.0000,3,3,1.0000,true,max_iterations_reached,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,5,8,8,0,1.0000,3,3,1.0000,true,max_iterations_reached,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,6,8,8,0,1.0000,3,3,1.0000,true,max_iterations_reached,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,7,8,7,1,0.8750,3,3,1.0000,false,max_iterations_reached,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,8,8,8,0,1.0000,3,3,1.0000,true,max_iterations_reached,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,9,8,8,0,1.0000,3,3,1.0000,true,max_iterations_reached,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,10,8,0,8,0.0000,3,0,0.0000,false,max_iterations_reached,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,10,1,9,5,4,0.5556,4,3,0.7500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,10,2,9,6,3,0.6667,4,3,0.7500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,10,3,9,6,3,0.6667,4,3,0.7500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,10,4,9,6,3,0.6667,4,3,0.7500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,10,5,9,5,4,0.5556,4,3,0.7500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,10,6,9,7,2,0.7778,4,3,0.7500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,10,7,9,4,5,0.4444,4,3,0.7500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,10,8,9,5,4,0.5556,4,4,1.0000,false,max_iterations_reached,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
