paper_name,query,max_iterations,total_iterations_executed,iteration_number,questions_total,questions_correct,incorrect_questions,accuracy,acu_questions_total,acu_questions_correct,acu_accuracy,judgment,status,sections_to_highlight_size,source_file
Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a,"The influence of a model's pretrained latent abilities (like code reasoning) on the outcomes of reinforcement learning, irrespective of the reward signal's quality.",10,10,10,9,5,4,0.5556,4,1,0.2500,false,max_iterations_reached,4,Rethinking-Training-Signals-in-RLVR--The-influence-of-a-model-s-pretrained-la--d60fc74a.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,10,2,1,9,1,8,0.1111,4,1,0.2500,false,completed,5,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988,The role of regularization and optimization schemes in training large-scale models.,10,2,2,9,9,0,1.0000,4,4,1.0000,true,completed,5,Attention-Is-All-You-Need--The-role-of-regularization-and-optimizat--bb828988.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,1,9,6,3,0.6667,4,2,0.5000,false,max_iterations_reached,5,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,2,9,3,6,0.3333,4,0,0.0000,false,max_iterations_reached,7,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,3,9,4,5,0.4444,4,0,0.0000,false,max_iterations_reached,5,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,4,9,5,4,0.5556,4,1,0.2500,false,max_iterations_reached,6,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,5,9,5,4,0.5556,4,1,0.2500,false,max_iterations_reached,6,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,6,9,6,3,0.6667,4,2,0.5000,false,max_iterations_reached,5,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,7,9,4,5,0.4444,4,0,0.0000,false,max_iterations_reached,6,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,8,9,6,3,0.6667,4,2,0.5000,false,max_iterations_reached,7,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,9,9,6,3,0.6667,4,2,0.5000,false,max_iterations_reached,7,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082,The impact of model scale on overfitting vulnerability.,10,10,10,9,6,3,0.6667,4,2,0.5000,false,max_iterations_reached,6,Forget-What-You-Know-about-LLMs--The-impact-of-model-scale-on-overfitting--b53c4082.json
Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362,The counter-intuitive necessity of low-rank approximation for effective interference reduction.,10,10,1,8,0,8,0.0000,3,0,0.0000,false,max_iterations_reached,6,Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362.json
Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362,The counter-intuitive necessity of low-rank approximation for effective interference reduction.,10,10,2,8,2,6,0.2500,3,0,0.0000,false,max_iterations_reached,7,Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362.json
Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362,The counter-intuitive necessity of low-rank approximation for effective interference reduction.,10,10,3,8,4,4,0.5000,3,1,0.3333,false,max_iterations_reached,6,Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362.json
Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362,The counter-intuitive necessity of low-rank approximation for effective interference reduction.,10,10,4,8,8,0,1.0000,3,3,1.0000,true,max_iterations_reached,7,Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362.json
Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362,The counter-intuitive necessity of low-rank approximation for effective interference reduction.,10,10,5,8,3,5,0.3750,3,2,0.6667,false,max_iterations_reached,5,Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362.json
Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362,The counter-intuitive necessity of low-rank approximation for effective interference reduction.,10,10,6,8,7,1,0.8750,3,3,1.0000,false,max_iterations_reached,5,Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362.json
Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362,The counter-intuitive necessity of low-rank approximation for effective interference reduction.,10,10,7,8,6,2,0.7500,3,2,0.6667,false,max_iterations_reached,5,Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362.json
Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362,The counter-intuitive necessity of low-rank approximation for effective interference reduction.,10,10,8,8,5,3,0.6250,3,1,0.3333,false,max_iterations_reached,5,Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362.json
Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362,The counter-intuitive necessity of low-rank approximation for effective interference reduction.,10,10,9,8,2,6,0.2500,3,0,0.0000,false,max_iterations_reached,5,Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362.json
Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362,The counter-intuitive necessity of low-rank approximation for effective interference reduction.,10,10,10,8,6,2,0.7500,3,1,0.3333,false,max_iterations_reached,6,Task-Singular-Vectors--The-counter-intuitive-necessity-of-low-r--07980362.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,1,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,5,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,2,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,7,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,3,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,7,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,4,9,5,4,0.5556,4,1,0.2500,false,max_iterations_reached,5,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,5,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,7,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,6,9,5,4,0.5556,4,1,0.2500,false,max_iterations_reached,6,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,7,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,5,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,8,9,7,2,0.7778,4,2,0.5000,false,max_iterations_reached,7,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,9,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,0,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421,The nature of implicit regularization induced by the teacher-student dynamics.,10,10,10,9,6,3,0.6667,4,2,0.5000,false,max_iterations_reached,5,Random-Teachers-are-Good-Teachers--The-nature-of-implicit-regularization-in--1e760421.json
Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b,How random teacher distillation pre-conditions a network for supervised training.,10,10,1,6,3,3,0.5000,1,0,0.0000,false,max_iterations_reached,5,Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b.json
Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b,How random teacher distillation pre-conditions a network for supervised training.,10,10,2,6,4,2,0.6667,1,0,0.0000,false,max_iterations_reached,5,Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b.json
Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b,How random teacher distillation pre-conditions a network for supervised training.,10,10,3,6,4,2,0.6667,1,0,0.0000,false,max_iterations_reached,7,Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b.json
Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b,How random teacher distillation pre-conditions a network for supervised training.,10,10,4,6,2,4,0.3333,1,0,0.0000,false,max_iterations_reached,4,Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b.json
Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b,How random teacher distillation pre-conditions a network for supervised training.,10,10,5,6,4,2,0.6667,1,1,1.0000,false,max_iterations_reached,6,Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b.json
Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b,How random teacher distillation pre-conditions a network for supervised training.,10,10,6,6,2,4,0.3333,1,0,0.0000,false,max_iterations_reached,0,Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b.json
Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b,How random teacher distillation pre-conditions a network for supervised training.,10,10,7,6,4,2,0.6667,1,0,0.0000,false,max_iterations_reached,6,Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b.json
Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b,How random teacher distillation pre-conditions a network for supervised training.,10,10,8,6,4,2,0.6667,1,0,0.0000,false,max_iterations_reached,5,Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b.json
Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b,How random teacher distillation pre-conditions a network for supervised training.,10,10,9,6,2,4,0.3333,1,0,0.0000,false,max_iterations_reached,6,Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b.json
Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b,How random teacher distillation pre-conditions a network for supervised training.,10,10,10,6,4,2,0.6667,1,1,1.0000,false,max_iterations_reached,6,Random-Teachers-are-Good-Teachers--How-random-teacher-distillation-pre-cond--2f7a440b.json
Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6,The paper's empirical argument for eliminating the scaling coefficient hyperparameter.,10,10,1,6,4,2,0.6667,1,1,1.0000,false,max_iterations_reached,0,Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6.json
Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6,The paper's empirical argument for eliminating the scaling coefficient hyperparameter.,10,10,2,6,4,2,0.6667,1,1,1.0000,false,max_iterations_reached,6,Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6.json
Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6,The paper's empirical argument for eliminating the scaling coefficient hyperparameter.,10,10,3,6,0,6,0.0000,1,0,0.0000,false,max_iterations_reached,7,Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6.json
Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6,The paper's empirical argument for eliminating the scaling coefficient hyperparameter.,10,10,4,6,6,0,1.0000,1,1,1.0000,true,max_iterations_reached,6,Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6.json
Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6,The paper's empirical argument for eliminating the scaling coefficient hyperparameter.,10,10,5,6,6,0,1.0000,1,1,1.0000,true,max_iterations_reached,7,Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6.json
Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6,The paper's empirical argument for eliminating the scaling coefficient hyperparameter.,10,10,6,6,5,1,0.8333,1,1,1.0000,true,max_iterations_reached,7,Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6.json
Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6,The paper's empirical argument for eliminating the scaling coefficient hyperparameter.,10,10,7,6,3,3,0.5000,1,1,1.0000,false,max_iterations_reached,6,Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6.json
Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6,The paper's empirical argument for eliminating the scaling coefficient hyperparameter.,10,10,8,6,6,0,1.0000,1,1,1.0000,true,max_iterations_reached,6,Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6.json
Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6,The paper's empirical argument for eliminating the scaling coefficient hyperparameter.,10,10,9,6,2,4,0.3333,1,1,1.0000,false,max_iterations_reached,7,Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6.json
Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6,The paper's empirical argument for eliminating the scaling coefficient hyperparameter.,10,10,10,6,6,0,1.0000,1,1,1.0000,true,max_iterations_reached,7,Task-Singular-Vectors--The-paper-s-empirical-argument-for-elimi--8dc6e2c6.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,1,8,1,7,0.1250,3,0,0.0000,false,max_iterations_reached,6,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,2,8,6,2,0.7500,3,1,0.3333,false,max_iterations_reached,5,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,3,8,5,3,0.6250,3,2,0.6667,false,max_iterations_reached,5,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,4,8,5,3,0.6250,3,1,0.3333,false,max_iterations_reached,6,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
